fingerprint	kind	verdict	date	reason
0df8724cdb28528f4d14e55e227c5216be679dc9	tool	consolidate	2026-09-04	done 2026-09-04 batch B: `TTPicturesHeader* nextPic = (TTPicturesHeader*)header_list->getNextHeader(...)` (line 649); only read afterward (`nextPic->temporal_reference`, line 654) — cpp
0e0459651b4df3082a2f86e84f91408440d5fdb3	tool	deliberate	2026-09-03	line 37-38 is `private slots:` — a valid Qt/moc keyword. cppcheck flags this whenever it isn't given Qt's macro definitions (`--library=qt`/`Q_OBJECT` config); 
0e3ebfb3918a84e6d2a4a99d458d581c515a359f	tool	consolidate	2026-09-04	done 2026-09-04 batch B: `TTStreamNavigator(QWidget* parent)` is a converting single-arg constructor; 14+ other gui classes in this same module (TTSettingsDialog, TTCutSettingsEncoderDe
0e44e0f89ece7fd2e0f4e7df5bf4ce56ac3198e1	tool	deliberate	2026-09-03	false positive — verified real caller at gui/ttcutmainwindow.cpp:538 (`logoData.markadPath = mLogoDetector->markadLogoPath();`). Same cross-TU scope gap as the 
0e52858de82164ee6090b69d057c8f615a364933	clone	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: the display→decode `targetAU` mapping (`int targetAU = frameIndex; if (mBundle.displayMap.isValid() && …) targetAU = mBundle.displ
0e57236df2b421dce270867d587583987abcf88a	tool	consolidate	2026-09-04	done 2026-09-04 batch B: `firstHdr` (dynamic_cast result) is only read via `->frame_time` (line 716) after a null check — never mutated.
0e62f862f4456712613f303f43195762994c0b63	convention	documented	2026-09-03	same mechanism as above; common/ttthreadtaskpool.cpp:70,171,214,241,283,287,312,322,339 route through TTMessageLogger via the qInstallMessageHandler bridge docu
0e6b6f13f79d5bab2179a480d8b3af44e781a67a	clone	deliberate	2026-09-13	ttcurrentframe.cpp:747-750 one TTPlaybackMuxTask's signals; ttcutmainwindow.cpp:392-395 four unrelated TTCutTreeView signals to four receivers; connect()-sequence idiom
0e7a862daa0a9a3a57649ecfe78d81638497c9f0	tool	consolidate	2026-09-04	done 2026-09-04 batch B: only read (`prev_audio_header->abs_frame_time`, `->frame_time`, lines 41-42 of the surrounding block) — never reassigned through the pointer.
0ec5448f55c145b46ce23d47148d517c984e9ed1	tool	deliberate	2026-09-03	"ttcut-demux:2480-2498, `ENCODER=""-c:a aac -b:a ... -ac ...""` / `ENCODER=""-c:a copy""` then `ffmpeg ... $ENCODER ...` — `$ENCODER` is deliberately unquoted to spl"
0ed324ec247d46a3fdc2494f31f65ffe42c12b9f	tool	consolidate	2026-09-03	verified — TTCutParameter(TTFileBuffer* fBuffer) (ttcutparameter.h:31) is not marked `explicit`; single call site is data/ttcutvideotask.cpp:111 (`new TTCutPara
0f13dee31c9f632bd0924b80b14cb6a3d56a4075	tool	consolidate	2026-09-04	the function (ttframeindexer.cpp:164-227) linearly mixes NAL-search, profile/level read, the same scaling-matrix-skip block flagged as clone-row-15 above (189-2
0f2e8557f1266e35a20ac17a78924f4f4d02b093	tool	deliberate	2026-09-04	304-line file, same linear-harness convention as row 31.
0f4d5b461f106f9c0742296c2796e68bd2e87ccb	tool	deliberate	2026-09-03	false positive — called at gui/ttcutmainwindow.cpp:163.
0f5a05e0ee2d27ff6d49be59df798452629089de	tool	consolidate	2026-09-03	"gui/ttwindowgeometry.cpp:23-26 loops over `required = {""x"",""y"",""width"",""height""}` and returns early the moment any key is missing — a textbook `std::any_of` can"
0f5dc237964366789eae31973d1ba442ee6387e9	tool	consolidate	2026-09-05	"done 2026-09-05 batch E2 (CutSession + five steps, 717fcf5a): same function/root cause as ""TTAudioCutter::cut"" method-size row above"
0f7710659b90c92b0f7066702e8c54211c949f2a	tool	consolidate	2026-09-04	done 2026-09-04 batch B: data/ttopensubtitletask.h:32-37, cleanUp()/operation()/onUserAbort() lack override, same established-convention argument as above
0f7f25fe8606410f7ef83e1179aaf55567327925	clone	deliberate	2026-09-13	common/ttthreadtaskpool.cpp:127-141 (wireTask/disconnectTaskSignals); idiom class, 93 sites; docs/conventions.md cpp/connect_style: pointer — the convention itself, not duplication
0f82dd42a1d3c524273b3c20f44eb66f73f56543	tool	consolidate	2026-09-04	done 2026-09-04 batch B: base `TTHeaderList::~TTHeaderList()` (ttheaderlist.h:41) is `virtual`; `TTVideoHeaderList::~TTVideoHeaderList()` (ttvideoheaderlist.h:46) overrides without `ove
0f8fe520eb727998a8e4a29bd1c678242f7bc484	tool	deliberate	2026-09-04	cppcheck is wrong here — `readNalData` has two live callers at extern/ttessmartcut.cpp:1015-1016 (`mParser.readNalData(spsA)` / `(spsB)`). Cross-module (avstrea
0fa7bcac8c197251957090264e5b9beec03e1e7e	clone	consolidate	2026-09-12	"done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: C5. gui/ttcutavcutdlg.cpp:331-343 (`populateMuxTarget`, 9-item MPEG-2 target list ""Generic MPEG1 (f0)"" … ""DVD (f9)"") is byte-ident"
0fd709ffa208440bc13155f2c7e415b3573525f2	tool	deliberate	2026-09-04	587-line file; `selfTest()` runs the same multi-phase synthetic-material scenario chain as `main()` elsewhere in this family (row 15's mirror partner test_audio
1005ea6bcae3aa80e84ad7d4c6703705750bb3a0	tool	consolidate	2026-09-03	extern/ttffmpegwrapper.h:46-65 — same plain-struct-no-ctor situation as `TTFrameInfo` above.
1054f71b007e079380d434e7ef177c12f7995a2c	tool	deliberate	2026-09-04	482-line file, same linear cut-abort-harness convention as row 6/8/10 family.
10a62b7e4b2e01648194b03ff3bcfb04c397f48f	tool	consolidate	2026-09-04	done 2026-09-04 batch B: data/ttavlist.cpp:71, `void TTAVItem::setVideoStream(TTVideoStream* videoStream)` parameter shadows the member accessor `videoStream()` declared in data/ttavlis
10a7f7b823ed57a76b1e0b1fc3d2bd7773a9b692	clone	deliberate	2026-09-13	data/ttavdata.cpp:1221-1225 (connect(mpThreadTaskPool, exit/aborted, …)) vs gui/ttcutpreview.cpp:87-94 (connect(mPlayer, playerPlaying/Finished/Error, …)). Same Qt connect-wiring idiom as the x106/x55/x76 classes, just b
10fb15b8ed8896ecbac3cf395c16bb974bede383	method-size	consolidate	2026-09-04	roughly a third of this function's body (extern/ttaudiocutter.cpp:816-865) is the 3x-duplicated per-sample-format RMS loop flagged above; extracting that helper
11008f5ec85c81bba2a948d6bc7db020b3794518	method-size	deliberate	2026-09-03	"common/ttsettings.cpp:588-593 explains the method mirrors the QSettings group tree 1:1, task-by-task (""Tasks 4-13""), preserving exact on-disk key strings for ro"
1113250730f91ac99c7fb86dad7c6408f530186f	convention	documented	2026-09-12	same as above.
115070574d7886eab12b66b7ecb4f396ab5f5332	clone	deliberate	2026-09-12	"ttsettings.cpp:93-98 (`setStepSliderClick`, emits a signal) vs :375-380 (`setAudioLanguagePreference`, emits a signal) — both are the ""early-out + emit"" variant of the same documented setter idiom."
11538022b64b813e279e2e7b5b8ba23d1367129f	tool	deliberate	2026-09-03	false positive — called at gui/ttcutframenavigation.cpp:558.
115c2cf5fbfe5e89f8f6bf50b47d5cb17ad22604	tool	deliberate	2026-09-03	same as above — private constructor + single getInstance() construction site (common/ttmessagelogger.cpp:73-80); no assignment/copy call sites exist anywhere in
11706a01628470c79a0e47a5af54d88969cbc633	clone	deliberate	2026-09-03	list classes differ in signal semantics (clear/remove/update/swap); shared part ~50 lines per class, rulings.md batch D
117765d39cb44b8a6908cb72f37d6bde0cdfdd5c	tool	consolidate	2026-09-03	`TTH264AccessUnit::isCutOutPoint() const` (avstream/tth264videoheader.h:204, always returns true) has zero callers anywhere in the tree; distinct from the unrel
11a27da14b01743015d5c76c066bdf878793a28f	tool	consolidate	2026-09-04	"same function as the ""clone x3 (avstream/ttnaluparser.cpp:556-560)"" row's 4836-4840 site — it inlines its own SPS scaling-matrix walk duplicating parseH264SpsIn"
11db227ab93246ced1d148c06ce4945825cc9f62	tool	deliberate	2026-09-03	"ttcut-demux:3110 `ls -lh ""$OUTDIR/${BASENAME}""* | grep -v ""^total""` is the final human-readable summary listing (sizes, permissions) of the tool's own just-crea"
11ef800d64f3fc4a94a6326279f37c32b5ce89e5	tool	deliberate	2026-09-04	"`bar3` (line 96) is created the same way and is equally never read afterward — this is a manual/visual GUI test file (""does it animate?""), where the QProgressBa"
1218fa4e8dd2149693791be69b1d6c5b1662c5de	convention	deliberate	2026-09-03	test_aspectscan.cpp uses 4-space indent consistently throughout (e.g. lines 43-45); 26/80 tools/diag .cpp files carry the original-TTCut-style SPDX header (`gre
1219297f2de71adea0f34cd9db573f0f035e640d	tool	consolidate	2026-09-05	done 2026-09-05 batch F (section/AU/grid helpers, e0a2d4d4): 4 distinct phases in one function: collect valid PTS + sort (646-672), nominal-duration histogram (674-698), half-duration-run detection (716+), extras marking 
12326d55a1386369d842ac22dc85f4575635f4af	convention	deliberate	2026-09-12	"the flagged fields are `TTPlaybackMuxParams`' plain data members (outputFile, videoFile, isPAFF, …); the class's actual members (mParams, mProvider, mError, mSucceeded, mDiscard) are correctly `m`-prefixed. Every other """
12519a93f9633869dd1715b044d9dfae345526c1	tool	consolidate	2026-09-04	done 2026-09-04 batch B: data/ttavdata.cpp:2901, `TTMessageLogger* log = TTMessageLogger::getInstance();` inside TTAVData::cutAudioTracks shadows the existing member `TTMessageLogger* l
1271f9b85ee3c18fdbc98b0d56f3a20bccb941ed	clone	deliberate	2026-09-13	TTSettings getter/setter/early-out idiom, re-fingerprinted after batch A removed audioOnlyFormat(); settings-state.md documents the 76 plain App-Default fields, run-5 classifier ruled the class deliberate
12803d11243c8933166257a6beffd48b14703a12	clone	consolidate	2026-09-13	done 2026-09-14 (3c888bf1): same three parse guards as the class above, one window earlier
12ab2a35ccb4f4210edde966ff135f70ad64b9a5	tool	consolidate	2026-09-04	done 2026-09-04 batch B: `runCut(TTAVItem* avItem, const QString& workDir, ...)` (line 56) — `workDir` is never referenced in the function body (lines 57-95), only passed in at the two 
12d7a9189a7403b97d0af6ba6cc9af6dac695ff1	clone	documented	2026-09-13	ttcutlist.h:85-88 vs ttmarkerlist.h:68-71 append(TTAVItem*, <domain args>, order)/append(item)/remove/update; run-2 ruling. Note: project-lifecycle.md records TTMarkerList as a legacy carrier without a GUI reader — a lat
12ef3832a0955a32cea0848a19d6dce1efe850cc	clone	deliberate	2026-09-13	mainwindow.cpp:317-319, :334-336, :338-340, :2275-2284, ttcutsettingsstreampoints.cpp:37-41 — runs of 2-3 unrelated connect() statements.
1310e2f8f6aff40871ee2cdb1ab51a6cf7a20547	tool	consolidate	2026-09-04	done 2026-09-04 batch B: `struct Event { int state; QString msg; quint64 value; };` (line 139) is only ever populated via `mEvents.append({state, msg, value})` (aggregate init, confirme
1343a30ebb4eb87e658c34b7171b5d927f7e380f	tool	deliberate	2026-09-04	TTThreadTask(QString name) (ttthreadtask.cpp:26) is also legacy TTCut-original code (file header, same as ttmessagelogger.cpp) using the identical by-value QStr
1357b1e9f603da8d873f4bb274f477fd7a596dcc	tool	consolidate	2026-09-04	done 2026-09-04 batch B: data/ttcutpreviewtask.h:34 already marks the destructor `override`; operation()/cleanUp()/onUserAbort() (lines 46-48) were missed. Sibling task classes in the s
136772c82c5f2e0cc1a7d296f05892dbded237e1	tool	consolidate	2026-09-04	done 2026-09-04 batch C: grep for videoMaxBitrate/VideoMaxBitrate across the whole tree returns hits only inside extern/ttencodeparameter.h itself (getter :42, setter :41, field :64) — 
137c102d6b9934aee47b19c6cbef6252c488f011	convention	deliberate	2026-09-03	"avstream/ttvideoheaderlist.h:6 carries the ""Originally TTCut"" marker; legacy-file convention split as above."
1387a3c883b0c1a27df3a95955fc9a928afab41e	clone	deliberate	2026-09-12	coincidental shape match (TTCutOutFrame's icon/connect ctor tail vs TTCutSettingsPaths' directory-picker ctor tail); different domains.
1389c69c65dd76cc1c1b87cc0b617b5f8d52c579	clone	deliberate	2026-09-04	"matches 353-357 (end of `generate_mpeg2_720p`) + the ""Duplicate-segment generators"" doc-comment block (359-374) against 415-431 (end of `generate_mpeg2_720p_dup"
13b71eff6c4a5e3439e12d105ec09a4ac0c22a36	tool	consolidate	2026-09-12	evidence/target/reach: same as #191.
13bc42b199b7271dbc053c06bec6515e9c3ad8a1	tool	consolidate	2026-09-04	done 2026-09-04 batch B: `QString szTemp;` in `updateCurrentPosition()` (line 514) is never referenced again in that function (verified via grep — the only later `szTemp` uses at lines 
13c61bc93763d87fea5ac5cefe261834424ac621	clone	deliberate	2026-09-03	bounds-checked accessor idiom (audioTrack/nalUnitAt/...), five sites; no shared helper worth it
13cd22fa5e19f282060e3f23ad5e8efafa014902	clone	consolidate	2026-09-13	done 2026-09-13 run 4 batches A-E (lines rewritten, see git log ed6939fe..0400b9a0); was: ttcutframenavigation.cpp:314-321 (case Qt::Key_B) and :325-332 (case Qt::Key_F): byte-identical bodies, if (ctrl) emit prevBFrame(
1414a3ac09673c4fc5fc681324b324be28927c54	tool	deliberate	2026-09-04	"field of the private nested ReencodeContext struct (extern/ttessmartcut.cpp:175-183+), a plain aggregate ""context object"" passed by reference between reencodeFr"
1423dfb2a1f1c0affefadb1828ac5ec83951ee58	clone	deliberate	2026-09-12	`writeCutSection`/`writeMarkerSection` per-item write loops — per-type mirror, same family as #40/#80.
14a8b9a4a606d80a81ed87e7706cd3831b9aaa13	clone	deliberate	2026-09-04	"subset of the ""duplicate-section"" boundary idiom (373-379 HEVC-dup / 381-385 H.264-dup / 389-393 MBAFF-dup openings); same wrapper-function pattern, real per-co"
14b061ad717268641f9ac4f1ed4903da5919fa63	clone	consolidate	2026-09-12	C6, themed-icon-with-fallback idiom (gui/ttcutavcutdlg.cpp:47-59 icon block). | target/reach: same as C6 above.
14eb25b4df6374c79d89f116846626ffe64cf63d	clone	deliberate	2026-09-04	same connect()-wiring idiom (TTAVList's own forwarding connects vs. treeview onAVDataChanged wiring); each site binds a distinct signal/slot pair — cannot be fa
150f52182d8e39ed6eb818951ce631fed79d16eb	convention	consolidate	2026-09-03	common/ttmessagelogger.h:84-96 mixes `m`-prefixed members (mLogFilePath, mLogFileOpenAttempted) with unprefixed private members (logfile, logEnabled, logConsole
15136602639fb3a0ada6b473b4f10ef3af8ca0be	clone	deliberate	2026-09-04	"all four ranges are `field = settings.value(""Key/"", field).toType();` lines inside load() (ttsettings.cpp:598-782), the mechanical per-field QSettings-read idio"
15461649be125588e458a23b72b4e94032858b6d	clone	deliberate	2026-09-03	gate_audiofix.sh:479-480 `VDUR=$(ffprobe ... stream=duration ...); ADUR=$(ffprobe ... stream=duration ...)`; make_damage_fixtures.sh:31-33 same shape for `VPID=
156456b4570ad65556d9fe5833155b2f2998a19f	clone	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: confirmed at gui/ttaudiorepairdialog.cpp:371-380 (`onPlayOriginal`) and :381-390 (`onPlayRepaired`) — identical 9-line bodies exce
157a3b36894394aa3ac9a5d068152b7e060bcec5	tool	consolidate	2026-09-04	done 2026-09-04 batch B: `int startX = clientRect.x();` (line 88) is unconditionally overwritten inside the loop (line 117: `startX = clientRect.x() + (int)(cutIn * scaleFactor);`) befo
15fe86edde9f0d19741eb5c24911894d654fe22e	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: evidence/target/reach: same as #205.
166888eb0ac4f7ec02c9c6b7484a65656e31a4c6	tool	consolidate	2026-09-04	done 2026-09-04 batch C: `grep -rn getClassName` outside common/ttexception.{h,cpp} returns nothing — the whole mechanism (base virtual at :32 plus 7 identical subclass overrides at 45,
1678d895ba9896ca083c744a388646ea9bede0d8	tool	deliberate	2026-09-04	same struct/idiom as framesToEncode above — QFile& reference field of ReencodeContext
16b8884888e19d35315222cb03fc3e6ad32112a7	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: evidence/target/reach: same as #111.
16ca2f73eca7cb877437d82e40d849a641d93562	tool	deliberate	2026-09-03	false positive — verified real caller at gui/ttcutmainwindow.cpp:2846 (`mLogoDetector->finalizeProfile();`). cppcheck's unusedFunction analysis apparently did n
1728795071f3c1be94b87eb0751b90111cb76303	clone	consolidate	2026-09-04	"done 2026-09-04 batch D: the ""for (f : mCreatedFiles) delete"" loop body at data/ttaudioonlycuttask.cpp:90-96, data/tth26xcuttask.cpp:104-110, data/ttmuxtask.cpp:104-110, and inline agai"
172d1d9a90c0acdd5b1ea563c779d251cc8df4e4	clone	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: confirmed at gui/ttcutmainwindow.cpp:1992-2000 (`Init`) and :2019-2028 (`Start`) — identical `if (progressBar == 0) { progressBar 
174f37e0ba0afa9e79ffc637278d75c5d34aba9b	method-size	deliberate	2026-09-03	"246-line method. progress-reporting.md documents this function's internal ordering explicitly as load-bearing: ""`onDoCut`'s MPEG-2 branch counts `audioTracksCut"
